Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
741	Q14116	Interleukin-18 (IL-18) (Iboctadekin) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma)	193	9606	IL18	Secreted {ECO:0000269|PubMed:23955712}.	cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]		3606;	1J0S;2VXT;3F62;3WO2;3WO3;3WO4;4EEE;4EKX;4HJJ;4R6U;4XFS;4XFT;4XFU;	2	0.4929270029067993
742	P26599	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	531	9606	PTBP1	Nucleus.	extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		5725;	1QM9;1SJQ;1SJR;2AD9;2ADB;2ADC;2EVZ;2N3O;3ZZY;3ZZZ;	27	0.9098305702209473
743	P20338	Ras-related protein Rab-4A	218	9606	RAB4A	Membrane; Peripheral membrane protein {ECO:0000269|PubMed:1425574}. Cytoplasm {ECO:0000269|PubMed:1425574}. Early endosome membrane {ECO:0000250|UniProtKB:P05714}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05714}. Recycling endosome membrane {ECO:0000250|UniProtKB:P05714}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05714}. Note=Generally associated with membranes. Cytoplasmic when phosphorylated by CDK1. {ECO:0000269|PubMed:1425574}.	anchored component of synaptic vesicle membrane [GO:0098993]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endomembrane system [GO:0012505]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic recycling endosome [GO:0098837]; recycling endosome membrane [GO:0055038]; vesicle [GO:0031982]		5867;	1YU9;1Z0K;2BMD;2BME;	10	0.8470740914344788
744	P20339	Ras-related protein Rab-5A (EC 3.6.5.2)	215	9606	RAB5A	Cell membrane {ECO:0000269|PubMed:23815289}; Lipid-anchor {ECO:0000305|PubMed:7991565}; Cytoplasmic side {ECO:0000250|UniProtKB:P18066}. Early endosome membrane {ECO:0000269|PubMed:23815289, ECO:0000269|PubMed:25869668}; Lipid-anchor {ECO:0000305|PubMed:7991565}. Melanosome {ECO:0000269|PubMed:17081065}. Cytoplasmic vesicle {ECO:0000269|PubMed:10818110}. Cell projection, ruffle {ECO:0000250|UniProtKB:P18066}. Membrane {ECO:0000269|PubMed:23815289}. Cytoplasm, cytosol. Cytoplasmic vesicle, phagosome membrane {ECO:0000250|UniProtKB:Q9CQD1}. Endosome membrane {ECO:0000269|PubMed:22431521}. Note=Enriched in stage I melanosomes (PubMed:17081065). Alternates between membrane-bound and cytosolic forms (Probable). {ECO:0000269|PubMed:17081065, ECO:0000305}.	actin cytoskeleton [GO:0015629]; anchored component of synaptic vesicle membrane [GO:0098993]; axon [GO:0030424]; axon terminus [GO:0043679]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; cytoplasmic side of early endosome membrane [GO:0098559]; cytosol [GO:0005829]; dendrite [GO:0030425]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; early phagosome [GO:0032009]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; melanosome [GO:0042470]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; postsynaptic early endosome [GO:0098842]; ruffle [GO:0001726]; somatodendritic compartment [GO:0036477]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]		5868;	1N6H;1N6I;1N6K;1N6L;1N6N;1N6O;1N6P;1N6R;1R2Q;1TU3;1TU4;3MJH;4Q9U;	16	0.8607538342475891
745	Q15628	Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)	312	9606	TRADD	Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11684708}. Note=Shuttles between the cytoplasm and the nucleus. {ECO:0000250}.	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; death-inducing signaling complex [GO:0031264]; membrane raft [GO:0045121]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; tumor necrosis factor receptor superfamily complex [GO:0002947]	Found in all examined tissues.	8717;	1F2H;1F3V;5XME;6AC0;	16	0.9035302758216858
746	Q07666	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	443	9606	KHDRBS1	Nucleus {ECO:0000269|PubMed:1374686, ECO:0000269|PubMed:29496907}. Cytoplasm {ECO:0000269|PubMed:29496907}. Membrane {ECO:0000269|PubMed:1374686}. Note=Predominantly located in the nucleus but also located partially in the cytoplasm. {ECO:0000269|PubMed:29496907}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Grb2-Sos complex [GO:0070618]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	Ubiquitously expressed in all tissue examined. Isoform 1 is expressed at lower levels in brain, skeletal muscle, and liver whereas isoform 3 is intensified in skeletal muscle and in liver. {ECO:0000269|PubMed:9013542}.	10657;	2XA6;3QHE;	27	0.9171508014202118
747	P41597	C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192)	374	9606	CCR2	Cell membrane {ECO:0000269|PubMed:15995708, ECO:0000269|PubMed:18587271}; Multi-pass membrane protein {ECO:0000255}. Note=The chemoattractant receptors are distributed throughout the cell surface; after stimulation with a ligand, such as CCL2, they are rapidly recruited into microdomain clusters at the cell membrane. {ECO:0000269|PubMed:15995708}.	cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	Expressed by monocytes and IL2-activated NK cells. {ECO:0000269|PubMed:9058802}.	729230;	1KAD;1KP1;2MLO;2MLQ;5T1A;	10	0.8286269307136536
748	P41594	Metabotropic glutamate receptor 5 (mGluR5)	1212	9606	GRM5	Cell membrane {ECO:0000269|PubMed:25042998, ECO:0000269|PubMed:7908515}; Multi-pass membrane protein {ECO:0000269|PubMed:25042998, ECO:0000269|PubMed:7908515}.	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; Schaffer collateral - CA1 synapse [GO:0098685]		2915;	3LMK;4OO9;5CGC;5CGD;6N4X;6N4Y;6N50;6N51;6N52;	1	0.5187927931547165
749	O00327	Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	626	9606	ARNTL	Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:24005054}. Cytoplasm {ECO:0000250|UniProtKB:Q9WTL8}. Nucleus, PML body {ECO:0000250|UniProtKB:Q9WTL8}. Note=Shuttles between the nucleus and the cytoplasm and this nucleocytoplasmic shuttling is essential for the nuclear accumulation of CLOCK, target gene transcription and the degradation of the CLOCK-ARNTL/BMAL1 heterodimer. The sumoylated form localizes in the PML body. Sequestered to the cytoplasm in the presence of ID2. {ECO:0000250|UniProtKB:Q9WTL8}.	chromatoid body [GO:0033391]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; transcription factor complex [GO:0005667]	Hair follicles (at protein level). Highly expressed in the adult brain, skeletal muscle and heart. {ECO:0000269|PubMed:24005054}.	406;	4H10;	6	0.7209278643131256
750	Q13326	Gamma-sarcoglycan (Gamma-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	291	9606	SGCG	Cell membrane, sarcolemma {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sarcoglycan complex [GO:0016012]; sarcolemma [GO:0042383]	Expressed in skeletal and heart muscle.	6445;	NA;	3	0.6579485177993775
751	Q9BVK6	Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25)	235	9606	TMED9	Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, cis-Golgi network membrane; Single-pass type I membrane protein. Endoplasmic reticulum-Golgi intermediate compartment membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Cycles between compartments of the early secretatory pathway.	COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; synaptic vesicle [GO:0008021]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle [GO:0030133]		54732;	NA;	3	0.7095633268356323
752	P09874	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	1014	9606	PARP1	Nucleus {ECO:0000269|PubMed:17177976, ECO:0000269|PubMed:21799911, ECO:0000269|PubMed:23230272}. Nucleus, nucleolus {ECO:0000269|PubMed:9518481}. Chromosome {ECO:0000269|PubMed:23230272, ECO:0000269|PubMed:26344098}. Note=Localizes to sites of DNA damage. {ECO:0000269|PubMed:23230272, ECO:0000269|PubMed:26344098}.	membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear envelope [GO:0005635]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; site of DNA damage [GO:0090734]; site of double-strand break [GO:0035861]; transcription factor complex [GO:0005667]		142;	1UK0;1UK1;1WOK;2COK;2CR9;2CS2;2DMJ;2JVN;2L30;2L31;2N8A;2RCW;2RD6;2RIQ;3GJW;3GN7;3L3L;3L3M;3OD8;3ODA;3ODC;3ODE;4AV1;4DQY;4GV7;4HHY;4HHZ;4L6S;4OPX;4OQA;4OQB;4PJT;4R5W;4R6E;4RV6;4UND;4UXB;4XHU;4ZZZ;5A00;5DS3;5HA9;5KPN;5KPO;5KPP;5KPQ;5WRQ;5WRY;5WRZ;5WS0;5WS1;5WTC;5XSR;5XST;5XSU;6BHV;6GHK;6NRF;6NRG;6NRH;6NRI;6NRJ;6NTU;	54	0.9361640453338623
753	P02654	Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I]	83	9606	APOC1	Secreted {ECO:0000303|PubMed:2835369}.	chylomicron [GO:0042627]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; high-density lipoprotein particle [GO:0034364]; very-low-density lipoprotein particle [GO:0034361]	Synthesized mainly in liver and to a minor degree in intestine. Also found in the lung and spleen. {ECO:0000269|PubMed:2835369}.	341;	1ALE;1ALF;1IOJ;1OPP;6DVU;6DXR;6DZ6;6NF3;	2	0.5541349530220032
754	P07384	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	714	9606	CAPN1	Cytoplasm {ECO:0000269|PubMed:21531719, ECO:0000269|PubMed:8769305}. Cell membrane {ECO:0000269|PubMed:8769305}. Note=Translocates to the plasma membrane upon Ca(2+) binding. In granular keratinocytes and in lower corneocytes, colocalizes with FLG and FLG2 (PubMed:21531719). {ECO:0000269|PubMed:21531719}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]	Ubiquitous. {ECO:0000269|PubMed:2400579, ECO:0000269|PubMed:3017764, ECO:0000269|PubMed:8769305, ECO:0000269|PubMed:8954105, ECO:0000269|PubMed:9271093}.	823;	1ZCM;2ARY;	25	0.9068741977214814
755	Q92993	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (cPLA(2)-interacting protein)	513	9606	KAT5	Nucleus {ECO:0000269|PubMed:17360565}. Nucleus, nucleolus. Cytoplasm, perinuclear region. Note=Upon stimulation with EDN1, it is exported from the nucleus to the perinuclear region and UV irradiation induces translocation into punctuate subnuclear structures named nuclear bodies.	histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; Piccolo NuA4 histone acetyltransferase complex [GO:0032777]; Swr1 complex [GO:0000812]; transcription factor complex [GO:0005667]		10524;	2EKO;2OU2;4QQG;	45	0.9314124584197998
756	P19397	Leukocyte surface antigen CD53 (Cell surface glycoprotein CD53) (Tetraspanin-25) (Tspan-25) (CD antigen CD53)	219	9606	CD53	Cell membrane {ECO:0000250}. Cell junction {ECO:0000250}. Membrane; Multi-pass membrane protein. Note=Concentrates in localized microdomains along the plasma membrane at the contact sites between cells of fused myotubes. {ECO:0000250}.	cell-cell junction [GO:0005911]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; immunological synapse [GO:0001772]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	B-cells, monocytes, macrophages, neutrophils, single (CD4 or CD8) positive thymocytes and peripheral T-cells.	963;	NA;	3	0.5703432202339173
757	O95197	Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII)	1032	9606	RTN3	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12811824, ECO:0000269|PubMed:15286784, ECO:0000269|PubMed:16054885, ECO:0000269|PubMed:16979658, ECO:0000269|PubMed:17031492, ECO:0000269|PubMed:17182608, ECO:0000269|PubMed:17191123, ECO:0000269|PubMed:24262037, ECO:0000269|PubMed:29117567}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:15286784, ECO:0000269|PubMed:16054885, ECO:0000269|PubMed:16979658, ECO:0000269|PubMed:29117567}; Multi-pass membrane protein {ECO:0000255}.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synapse [GO:0045202]	Isoform 3 is widely expressed, with highest levels in brain, where it is enriched in neuronal cell bodies from gray matter (at protein level). Three times more abundant in macula than in peripheral retina. Isoform 1 is expressed at high levels in brain and at low levels in skeletal muscle. Isoform 2 is only found in melanoma. {ECO:0000269|PubMed:10331947, ECO:0000269|PubMed:12811824, ECO:0000269|PubMed:14986927, ECO:0000269|PubMed:15286784, ECO:0000269|PubMed:15946766}.	10313;	NA;	8	0.7270755708217621
758	O43184	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha)	909	9606	ADAM12	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.; [Isoform 3]: Secreted {ECO:0000305}.; [Isoform 4]: Secreted {ECO:0000305}.	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	Isoform 1 is expressed in placenta and skeletal, cardiac, and smooth muscle. Isoform 2 seems to be expressed only in placenta or in embryo and fetus. Both forms were expressed in some tumor cells lines. Not detected in brain, lung, liver, kidney or pancreas.	8038;	NA;	3	0.6293387353420258
759	Q16539	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	360	9606	MAPK14	Cytoplasm {ECO:0000269|PubMed:7535770}. Nucleus {ECO:0000269|PubMed:7535770}.	cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; spindle pole [GO:0000922]	Brain, heart, placenta, pancreas and skeletal muscle. Expressed to a lesser extent in lung, liver and kidney.	1432;	1A9U;1BL6;1BL7;1BMK;1DI9;1IAN;1KV1;1KV2;1M7Q;1OUK;1OUY;1OVE;1OZ1;1R39;1R3C;1W7H;1W82;1W83;1W84;1WBN;1WBO;1WBS;1WBT;1WBV;1WBW;1WFC;1YQJ;1ZYJ;1ZZ2;1ZZL;2BAJ;2BAK;2BAL;2BAQ;2FSL;2FSM;2FSO;2FST;2GFS;2I0H;2LGC;2NPQ;2OKR;2ONL;2QD9;2RG5;2RG6;2Y8O;2YIS;2YIW;2YIX;2ZAZ;2ZB0;2ZB1;3BV2;3BV3;3BX5;3C5U;3CTQ;3D7Z;3D83;3DS6;3DT1;3E92;3E93;3FC1;3FI4;3FKL;3FKN;3FKO;3FL4;3FLN;3FLQ;3FLS;3FLW;3FLY;3FLZ;3FMH;3FMJ;3FMK;3FML;3FMM;3FMN;3FSF;3FSK;3GC7;3GCP;3GCQ;3GCS;3GCU;3GCV;3GFE;3GI3;3HA8;3HEC;3HEG;3HL7;3HLL;3HP2;3HP5;3HRB;3HUB;3HUC;3HV3;3HV4;3HV5;3HV6;3HV7;3HVC;3IPH;3ITZ;3IW5;3IW6;3IW7;3IW8;3K3I;3K3J;3KF7;3KQ7;3L8S;3L8X;3LFA;3LFB;3LFC;3LFD;3LFE;3LFF;3LHJ;3MGY;3MH0;3MH1;3MH2;3MH3;3MPA;3MPT;3MVL;3MVM;3MW1;3NEW;3NNU;3NNV;3NNW;3NNX;3NWW;3O8P;3O8T;3O8U;3OBG;3OBJ;3OC1;3OCG;3OD6;3ODY;3ODZ;3OEF;3PG3;3QUD;3QUE;3RIN;3ROC;3S3I;3S4Q;3U8W;3UVP;3UVQ;3UVR;3ZS5;3ZSG;3ZSH;3ZSI;3ZYA;4A9Y;4AA0;4AA4;4AA5;4AAC;4DLI;4DLJ;4E5A;4E5B;4E6A;4E6C;4E8A;4EH2;4EH3;4EH4;4EH5;4EH6;4EH7;4EH8;4EH9;4EHV;4EWQ;4F9W;4F9Y;4FA2;4GEO;4KIN;4KIP;4KIQ;4L8M;4R3C;4ZTH;5ETA;5ETC;5ETF;5ETI;5ML5;5MTX;5MTY;5MZ3;5N63;5N64;5N65;5N66;5N67;5N68;5O8U;5O8V;5OMG;5OMH;5TBE;5TCO;5WJJ;5XYX;5XYY;6ANL;6HWT;6HWU;6HWV;6M95;6M9L;6OHD;6QDZ;6QE1;6QYX;6SFI;6SFJ;6SFK;6SFO;	44	0.9422592639923095
760	P11279	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	417	9606	LAMP1	Cell membrane {ECO:0000250|UniProtKB:P05300}; Single-pass type I membrane protein {ECO:0000255}. Endosome membrane; Single-pass type I membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:16176980, ECO:0000269|PubMed:17897319}; Single-pass type I membrane protein {ECO:0000255}. Late endosome {ECO:0000269|PubMed:16176980}. Note=This protein shuttles between lysosomes, endosomes, and the plasma membrane (By similarity). Colocalizes with OSBPL1A at the late endosome (PubMed:16176980). {ECO:0000250|UniProtKB:P05300, ECO:0000269|PubMed:16176980, ECO:0000269|PubMed:17897319}.	alveolar lamellar body [GO:0097208]; autolysosome [GO:0044754]; azurophil granule membrane [GO:0035577]; cytolytic granule [GO:0044194]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; integral component of plasma membrane [GO:0005887]; integral component of synaptic vesicle membrane [GO:0030285]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane [GO:0016020]; multivesicular body [GO:0005771]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; phagolysosome membrane [GO:0061474]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]		3916;	NA;	8	0.8366854548454284
761	P29459	Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35) (NK cell stimulatory factor chain 1) (NKSF1)	219	9606	IL12A	Secreted {ECO:0000269|PubMed:1674604, ECO:0000269|PubMed:9342359}.	cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interleukin-12 complex [GO:0043514]; late endosome lumen [GO:0031906]		3592;	1F45;3HMX;	1	0.44483865797519684
762	P57723	Poly(rC)-binding protein 4 (Alpha-CP4)	403	9606	PCBP4	Cytoplasm {ECO:0000269|PubMed:14612387}.	cytosol [GO:0005829]		57060;	NA;	1	0.36859617233276365
763	P29323	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	1055	9606	EPHB2	Cell membrane; Single-pass type I membrane protein. Cell projection, axon {ECO:0000250}. Cell projection, dendrite {ECO:0000250}.	axon [GO:0030424]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; receptor complex [GO:0043235]	Brain, heart, lung, kidney, placenta, pancreas, liver and skeletal muscle. Preferentially expressed in fetal brain.	2048;	1B4F;1F0M;2QBX;3ZFM;	13	0.8707737863063812
764	P04216	Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90)	161	9606	THY1	Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.	anchored component of external side of plasma membrane [GO:0031362]; apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cell [GO:0005623]; cell surface [GO:0009986]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendrite membrane [GO:0032590]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]		7070;	NA;	4	0.7771510779857635
765	P17302	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	382	9606	GJA1	Cell membrane {ECO:0000269|PubMed:22411987, ECO:0000269|PubMed:25398053}; Multi-pass membrane protein {ECO:0000255}. Cell junction, gap junction {ECO:0000269|PubMed:22411987, ECO:0000269|PubMed:25398053}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P23242}. Note=Localizes at the intercalated disk (ICD) in cardiomyocytes and the proper localization at ICD is dependent on TMEM65. {ECO:0000250|UniProtKB:P23242}.	apical plasma membrane [GO:0016324]; cell [GO:0005623]; cell-cell contact zone [GO:0044291]; cell junction [GO:0030054]; connexin complex [GO:0005922]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endoplasmic reticulum membrane [GO:0005789]; fascia adherens [GO:0005916]; focal adhesion [GO:0005925]; gap junction [GO:0005921]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle membrane [GO:0030660]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; multivesicular body [GO:0005771]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; tight junction [GO:0070160]	Expressed in the heart and fetal cochlea. {ECO:0000269|PubMed:11741837}.	2697;	2LL2;	15	0.8737156569957734
766	P28329	Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6)	748	9606	CHAT		cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuron projection [GO:0043005]; nucleus [GO:0005634]; presynapse [GO:0098793]		1103;	2FY2;2FY3;2FY4;2FY5;	1	0.6463835299015045
