Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P50052	P04141	0	141	265
O15524	A5A3E0	0	647	678
P10275	P01303	0	79	316
P21554	P08603	0	1034	1032
P23443	P11215	0	506	532
Q9H9B1	Q9NZJ5	0	539	873
P01344	Q13133	0	456	758
P11717	P02654	0	855	258
P42336	Q14116	0	887	950
P01308	P11712	0	321	852
P11245	P63104	0	599	399
Q8IXJ6	Q13093	0	259	940
P04141	P28335	0	265	1013
P09038	P04798	0	460	624
P14859	O95140	0	680	811
P14555	Q9UQ07	0	449	469
P01374	P17676	0	345	1003
P11597	Q9NTG7	0	231	676
P01344	P14136	0	456	629
P00533	Q13093	0	435	940
Q86UG4	Q9UQ07	0	364	469
P01189	P11717	0	999	855
Q99572	P80188	0	534	144
P18510	P14859	0	210	680
P08069	Q06546	0	284	511
P05019	O95477	0	645	881
P25025	O75436	0	194	667
P04035	O75469	0	151	293
P13987	P14136	0	346	629
P98155	P19838	0	925	635
P04216	Q9NTG7	0	669	676
P11245	P98155	0	599	925
P12644	P15104	0	269	322
P04141	Q07812	0	265	987
O75436	Q12988	0	667	699
P45983	Q8WY21	0	499	547
Q9UQ26	Q9NTG7	0	677	676
P04278	P28845	0	32	659
P04141	P04216	0	265	669
Q9BXM7	Q9UEF7	0	286	240
O15524	P01375	0	647	237
O95433	Q9UBK2	0	798	520
P19438	P12004	0	354	1031
P04141	P35638	0	265	1021
P05121	P10644	0	683	327
P02654	Q07869	0	258	1024
P06858	P11245	0	43	599
P01241	P23297	0	164	707
P21980	O75436	0	278	667
P29965	O15516	0	88	127
P05019	P01106	0	645	756
Q99707	P31645	0	361	664
P14859	P01034	0	680	736
P05091	P14555	0	408	449
P08571	O60502	0	75	268
P50052	Q14457	0	141	306
P14778	O75475	0	1011	1019
P02751	P10415	0	443	799
P18887	P05091	0	84	408
P28223	Q9NZJ5	0	424	873
P02751	O60674	0	443	471
P02545	P19438	0	58	354
P51587	P01034	0	146	736
Q96JB1	P21917	0	770	267
P05231	Q01959	0	104	558
P08254	P08069	0	108	284
P13987	P17676	0	346	1003
Q99707	P29279	0	361	377
P07858	P28845	0	50	659
O95140	P08833	0	811	817
P08922	P14735	0	68	105
P04179	P21333	0	27	632
P43220	P42574	0	616	1033
P17936	P11166	0	124	734
P04141	P12004	0	265	1031
P10253	O75475	0	569	1019
P11712	P02654	0	852	258
P30613	P49768	0	23	1017
Q92731	O00329	0	422	967
P15692	Q12988	0	282	699
Q9UEF7	Q13315	0	240	691
P01275	P04798	0	289	624
P01303	Q12988	0	316	699
P04179	P29323	0	27	978
P50591	P22415	0	182	907
Q06546	P11717	0	511	855
O96008	P04054	0	358	500
P02751	Q13541	0	443	281
P21980	P15692	0	278	282
P04798	P25490	0	624	646
P01042	P16220	0	566	601
Q07869	P08603	0	1024	1032
O60603	P08684	0	359	544
P10644	P22415	0	327	907
P13501	P30711	0	871	932
P01579	P78536	0	305	619
Q14457	P01024	0	306	998
P01130	Q16539	0	310	969
P07101	P78380	0	149	992
P01106	P14778	0	756	1011
Q06546	P11215	0	511	532
Q7Z3E1	Q13093	0	882	940
P01275	Q92731	0	289	422
P22301	O95140	0	579	811
Q14994	P05019	0	339	645
P23297	P21554	0	707	1034
Q03181	P01024	0	326	998
Q15109	P20810	0	437	390
P41235	P11717	0	642	855
P05231	P18054	0	104	6
P04054	Q03181	0	500	326
P30613	P03956	0	23	593
Q6X4U4	P05019	0	826	645
O14654	P08603	0	216	1032
P28845	P46108	0	659	879
Q6P1J6	O95433	0	13	798
Q92731	P01344	0	422	456
P21554	P11150	0	1034	38
P05164	P32297	0	794	936
Q16881	P14778	0	608	1011
P54646	P05362	0	222	297
Q9BT17	Q13133	0	126	758
P21554	P35638	0	1034	1021
Q99707	P29475	0	361	413
P28845	O75475	0	659	1019
P04275	P14317	0	553	600
Q9UKG1	P05112	0	147	516
Q9UQ26	Q8IUH3	0	677	712
P30711	O00327	0	932	957
P23443	P04798	0	506	624
P54646	Q14116	0	222	950
Q86UG4	O14654	0	364	216
P25774	Q00059	0	175	116
Q9BXW9	P08588	0	125	307
P04278	Q04760	0	32	493
P42336	P00738	0	887	909
O60603	O95433	0	359	798
P01579	P15104	0	305	322
P48061	Q8WY21	0	121	547
P16220	P04114	0	601	744
P55058	Q8IXJ6	0	165	259
P28335	P12004	0	1013	1031
P02751	Q13326	0	443	538
P00738	P32297	0	909	936
P25098	Q07869	0	323	1024
P25774	Q8IUH3	0	175	712
P04035	P01579	0	151	305
P16220	P25942	0	601	705
Q86UG4	P21917	0	364	267
P41235	P14780	0	642	654
P50052	P05019	0	141	645
P02654	P10253	0	258	569
P98155	O15527	0	925	296
P23945	Q07812	0	901	987
P36956	P11717	0	433	855
Q16082	P08913	0	638	378
P38398	P10635	0	697	740
Q9BT17	Q05639	0	126	370
P01583	Q13133	0	727	758
P50591	P41235	0	182	642
P06213	P05112	0	168	516
Q6X4U4	P28845	0	826	659
P08842	Q07869	0	392	1024
P08183	Q9UBK2	0	24	520
P15692	Q16698	0	282	995
P32297	Q16539	0	936	969
Q6P1J6	P37231	0	13	344
P05091	P04406	0	408	438
Q9Y478	P01308	0	3	321
P37231	P30556	0	344	477
P30613	P23560	0	23	860
P21554	P13500	0	1034	872
P05121	P01100	0	683	757
P98155	P02774	0	925	823
P19320	Q9BT17	0	85	126
O60502	Q9Y286	0	268	651
P04054	P21554	0	500	1034
P01034	P22415	0	736	907
P01100	P23945	0	757	901
P07550	P02654	0	846	258
P52732	P11215	0	508	532
P35869	P12821	0	554	199
P35558	P01189	0	463	999
P08842	Q13093	0	392	940
P50052	O95433	0	141	798
P02768	P21554	0	71	1034
P08709	Q07812	0	446	987
P41235	P11166	0	642	734
P11245	P14859	0	599	680
P01303	O75436	0	316	667
P05091	P04114	0	408	744
Q14116	P78380	0	950	992
P11597	Q13133	0	231	758
P14136	Q9UQ26	0	629	677
P01344	P17861	0	456	762
P29475	P02751	0	413	443
Q08752	O95140	0	417	811
P11166	P10635	0	734	740
P02655	P04798	0	257	624
Q8WXG6	P02654	0	287	258
O96008	P13945	0	358	607
Q8WY21	P04150	0	547	630
P05090	P45983	0	207	499
P04150	Q9Y286	0	630	651
Q9UBK2	Q13093	0	520	940
P31645	Q13155	0	664	828
P01241	Q99523	0	164	819
P05362	Q9Y2S7	0	297	560
P05019	Q13315	0	645	691
P01189	O95477	0	999	881
Q15118	P18054	0	724	6
P55055	P25098	0	170	323
P40189	O00327	0	714	957
P30556	P11597	0	477	231
P04798	Q99523	0	624	819
P78380	P01160	0	992	1014
P51606	P01106	0	355	756
O15524	P14778	0	647	1011
Q6X4U4	Q13155	0	826	828
P40189	P17861	0	714	762
Q9Y5K6	P01241	0	132	164
P54646	P11150	0	222	38
P51606	P16671	0	355	521
P01579	P01130	0	305	310
P16220	P09936	0	601	613
Q96JB1	Q9C0B1	0	770	393
Q92731	P42898	0	422	480
P19838	Q9Y286	0	635	651
P11245	P09601	0	599	551
P23297	P11717	0	707	855
P01106	P02654	0	756	258
P14416	P20810	0	452	390
Q9BXM7	Q9Y286	0	286	651
P13945	P11712	0	607	852
Q9NZJ5	Q03181	0	873	326
P08684	P29323	0	544	978
P27169	P09936	0	181	613
P15692	P22415	0	282	907
Q9BXW9	P11597	0	125	231
Q16620	P43235	0	915	689
P08588	P28845	0	307	659
P35520	P01275	0	17	289
Q15118	P02766	0	724	78
Q8WY21	P09917	0	547	713
P05231	P01374	0	104	345
P11245	P55055	0	599	170
P78536	P23297	0	619	707
P25098	Q99988	0	323	612
P28799	O75475	0	271	1019
P11150	P49768	0	38	1017
P01303	Q7Z3E1	0	316	882
P04798	O15524	0	624	647
Q9UKG1	P02741	0	147	730
P02753	P28845	0	445	659
Q9NR96	P42574	0	455	1033
Q06546	P20702	0	511	526
P30556	P08603	0	477	1032
P25490	P80188	0	646	144
Q00535	O95140	0	40	811
P02655	P03372	0	257	12
P09936	Q9NTG7	0	613	676
P11712	P08246	0	852	864
P23560	P07550	0	860	846
Q14994	P13945	0	339	607
P05091	P11712	0	408	852
P01019	Q03181	0	134	326
P41159	P17861	0	555	762
P51671	P01100	0	42	757
P30556	P05164	0	477	794
P50591	Q9Y4H2	0	182	167
P12644	P29474	0	269	412
P41159	Q9UBK2	0	555	520
Q9BT17	P60709	0	126	243
P08684	P12004	0	544	1031
P13945	P04141	0	607	265
P28845	P09488	0	659	835
P51681	P30711	0	658	932
P08887	Q7Z3E1	0	195	882
P01100	Q16620	0	757	915
P49716	O95140	0	634	811
P51671	Q8WXG6	0	42	287
P04278	Q13315	0	32	691
O00767	P19838	0	90	635
Q7Z3E1	P43220	0	882	616
P04798	P02774	0	624	823
Q9NR96	Q07869	0	455	1024
P04035	P14174	0	151	492
P03372	P00738	0	12	909
P02766	P41180	0	78	389
Q92945	P08603	0	53	1032
P22301	P04216	0	579	669
P16220	P08246	0	601	864
P41235	P26441	0	642	666
P51587	P08709	0	146	446
Q16881	P23297	0	608	707
P45983	P10997	0	499	185
P51681	P10635	0	658	740
Q7Z3E1	P10644	0	882	327
P02656	Q15165	0	990	787
P00450	P35638	0	764	1021
P05091	P01584	0	408	728
Q13541	P43235	0	281	689
Q16539	P10253	0	969	569
A5A3E0	Q13315	0	678	691
P01033	P01100	0	735	757
P54646	O00548	0	222	565
O96008	Q99572	0	358	534
P12644	P18615	0	269	718
Q9NV58	P11597	0	552	231
P30613	P09038	0	23	460
Q00059	P28335	0	116	1013
P04179	Q9UQ26	0	27	677
P45983	Q14116	0	499	950
Q03181	O95477	0	326	881
P11717	Q03181	0	855	326
P00747	Q07869	0	510	1024
P09038	Q9Y286	0	460	651
P02655	P29474	0	257	412
P32297	Q07812	0	936	987
P06213	Q9Y2S7	0	168	560
Q16620	P17676	0	915	1003
Q99707	Q06546	0	361	511
P41180	O15524	0	389	647
P35869	P31645	0	554	664
P35558	Q9H9B1	0	463	539
Q9Y5K6	Q8IUH3	0	132	712
P05112	P16220	0	516	601
Q16552	P46108	0	266	879
Q16698	P28335	0	995	1013
O15516	P15692	0	127	282
P13501	Q07869	0	871	1024
P05305	P04150	0	874	630
P01903	P10145	0	34	625
P05121	Q13315	0	683	691
P25025	P02654	0	194	258
O00767	Q9Y4H2	0	90	167
Q00059	P21917	0	116	267
P42898	Q9NZJ5	0	480	873
P05019	P11712	0	645	852
Q9BXM7	P43220	0	286	616
P08684	P23560	0	544	860
P32297	P02654	0	936	258
P60568	P08133	0	292	464
P04637	Q14116	0	523	950
P08588	P01584	0	307	728
Q9Y2Q3	Q96P20	0	225	334
P11597	P42574	0	231	1033
P49716	P10635	0	634	740
P02741	P42345	0	730	920
Q6P1J6	P14780	0	13	654
P02751	P35228	0	443	465
O95477	P00738	0	881	909
P00747	P35638	0	510	1021
P12644	P37231	0	269	344
P01344	Q03135	0	456	917
P01130	O95433	0	310	798
P23945	Q16539	0	901	969
P08588	P09488	0	307	835
P02741	Q13093	0	730	940
P43220	P41235	0	616	642
P03956	Q16698	0	593	995
Q9H9B1	Q14116	0	539	950
P08069	P60568	0	284	292
P32297	Q07869	0	936	1024
P25445	Q9Y2S7	0	570	560
Q15118	P05231	0	724	104
P10145	P07550	0	625	846
P55055	P23560	0	170	860
Q6X4U4	Q8WXG6	0	826	287
P04798	P42345	0	624	920
P61073	P01189	0	700	999
Q99523	Q03181	0	819	326
Q9BT17	Q9Y4H2	0	126	167
P13500	Q07869	0	872	1024
P08833	Q9UBK2	0	817	520
P18054	O95140	0	6	811
P55058	Q9NV58	0	165	552
P14550	P04798	0	447	624
P01241	Q13155	0	164	828
P28335	P42574	0	1013	1033
Q9BXW9	P08833	0	125	817
O60733	Q13326	0	591	538
P20333	P02654	0	946	258
Q6P1J6	P51606	0	13	355
P54646	P30556	0	222	477
O95433	Q07869	0	798	1024
P16157	Q6X4U4	0	217	826
P01033	Q8WY21	0	735	547
P08842	P05090	0	392	207
P41159	Q9UQ26	0	555	677
P60880	P01583	0	5	727
P01344	P07550	0	456	846
P01106	P09488	0	756	835
P01275	P17096	0	289	454
P78536	O00327	0	619	957
P14136	P13945	0	629	607
P08133	P01584	0	464	728
P05112	P09874	0	516	962
O15524	P23945	0	647	901
O60733	P25942	0	591	705
P49716	P11150	0	634	38
Q7Z3E1	P21554	0	882	1034
P11712	P08603	0	852	1032
P04271	P20810	0	549	390
Q9Y2S7	P10253	0	560	569
P14672	Q13315	0	498	691
Q05639	P14555	0	370	449
P28845	P43235	0	659	689
P09601	Q01959	0	551	558
P23945	P43235	0	901	689
Q6X4U4	Q9NZJ5	0	826	873
O95477	P02654	0	881	258
O15527	P13945	0	296	607
P08887	P30711	0	195	932
P41180	P42898	0	389	480
O95140	P14778	0	811	1011
Q15165	P49716	0	787	634
P20702	P13500	0	526	872
Q9UEF7	P35638	0	240	1021
Q99707	P40189	0	361	714
P37231	P01344	0	344	456
P42898	P21333	0	480	632
P03956	P04150	0	593	630
P08246	Q16620	0	864	915
P07858	Q9UQ07	0	50	469
P11150	Q9UBK2	0	38	520
P04798	P42336	0	624	887
P08588	P08246	0	307	864
P11150	Q13315	0	38	691
P11245	P42338	0	599	885
P35354	Q16698	0	291	995
P21554	Q13155	0	1034	828
P16220	O95433	0	601	798
P28845	P23945	0	659	901
P08246	P22415	0	864	907
O75469	P01583	0	293	727
P50052	Q9Y2Q3	0	141	225
P48736	Q96JB1	0	300	770
P01579	P56524	0	305	644
P14780	P01100	0	654	757
Q9BT17	P01138	0	126	419
P01374	O00327	0	345	957
P02741	P10415	0	730	799
O95477	Q16698	0	881	995
P19320	Q99707	0	85	361
O95140	P01375	0	811	237
P30613	Q8WY21	0	23	547
O15516	P04278	0	127	32
Q96EB6	P02751	0	86	443
P11215	Q07869	0	532	1024
P98155	O95433	0	925	798
P10644	P04141	0	327	265
P14416	P09874	0	452	962
O00767	P02774	0	90	823
P35558	P08833	0	463	817
P01375	P12004	0	237	1031
P01011	Q9NV58	0	138	552
P51671	P42345	0	42	920
P30613	O00327	0	23	957
Q6P1J6	P01579	0	13	305
P08254	P16157	0	108	217
P49716	P13501	0	634	871
O75436	Q9NZJ5	0	667	873
Q99707	Q9UQ07	0	361	469
O14654	P10644	0	216	327
Q13133	P28335	0	758	1013
P55055	P14778	0	170	1011
P08684	P11150	0	544	38
P41235	Q9NR96	0	642	455
P05121	Q9NTG7	0	683	676
Q9UQ26	P43235	0	677	689
P13500	Q07812	0	872	987
P10997	P38398	0	185	697
Q7Z3E1	P01042	0	882	566
Q03181	P41597	0	326	955
Q7Z3E1	Q06546	0	882	511
P13987	P03956	0	346	593
P01303	Q96JB1	0	316	770
O15527	Q16620	0	296	915
O15527	P04114	0	296	744
P08254	Q16698	0	108	995
Q92731	P10635	0	422	740
P01189	Q9UBK2	0	999	520
P10275	P12644	0	79	269
P12644	O75475	0	269	1019
P31645	Q92945	0	664	53
P29279	P08684	0	377	544
P15104	P04141	0	322	265
P28335	P01160	0	1013	1014
P10145	P13945	0	625	607
O95140	P35638	0	811	1021
P55055	P98155	0	170	925
P14859	P10253	0	680	569
O60502	Q8WXG6	0	268	287
O96008	P13500	0	358	872
P23443	P08833	0	506	817
Q9UBK2	P30711	0	520	932
P15692	Q07869	0	282	1024
P45983	P43220	0	499	616
Q15109	Q13133	0	437	758
P11597	Q14457	0	231	306
O96008	P13501	0	358	871
P14416	P04798	0	452	624
P60880	P01011	0	5	138
P13501	Q16620	0	871	915
P25774	P43220	0	175	616
Q16082	P05112	0	638	516
P28845	P02654	0	659	258
Q9UQ07	O15524	0	469	647
P29475	P02654	0	413	258
P98155	P04798	0	925	624
P04054	P11712	0	500	852
O95140	P02774	0	811	823
P02741	P10644	0	730	327
P09874	P14778	0	962	1011
P05091	P01138	0	408	419
P41159	Q04760	0	555	493
P45983	P20810	0	499	390
O60502	P08246	0	268	864
Q9NTG7	P08603	0	676	1032
P05091	P07741	0	408	938
P21554	P02774	0	1034	823
P35568	P02751	0	886	443
P04054	P11717	0	500	855
O60502	P01189	0	268	999
Q14457	P14778	0	306	1011
P12821	Q9Y2S7	0	199	560
P15104	P01189	0	322	999
Q9UBK2	P14778	0	520	1011
P21917	P08603	0	267	1032
P08254	O96008	0	108	358
P34810	P08603	0	584	1032
P30556	P49716	0	477	634
P05305	P51606	0	874	355
P51681	P42574	0	658	1033
O95477	Q13093	0	881	940
P04035	P14672	0	151	498
P01009	P49716	0	442	634
Q99988	P20810	0	612	390
P11586	P08709	0	252	446
P23560	P78380	0	860	992
P03956	Q9Y2S7	0	593	560
P50052	Q13131	0	141	497
P10253	P42574	0	569	1033
P28223	Q9NTG7	0	424	676
P28223	P23297	0	424	707
Q7Z3E1	P05164	0	882	794
P11597	Q9UQ26	0	231	677
P05091	P01106	0	408	756
P01303	P51606	0	316	355
P49768	P08603	0	1017	1032
P18054	P32297	0	6	936
Q92731	P02751	0	422	443
P02741	Q99523	0	730	819
O95433	P09874	0	798	962
O96008	Q04760	0	358	493
P41235	P16070	0	642	679
Q9UEF7	P17676	0	240	1003
P00738	Q16698	0	909	995
P14784	P00738	0	652	909
P00450	P04637	0	764	523
P14859	Q14116	0	680	950
Q06546	O00329	0	511	967
P21728	P22301	0	441	579
P04114	Q13133	0	744	758
O75197	Q14692	0	295	980
P41161	Q16654	0	715	869
Q7Z3E1	Q96JE7	0	882	485
O95819	P23945	0	878	901
Q7L5Y9	P08514	0	409	738
Q99873	P16066	0	884	952
Q6ZMG9	P43490	0	742	427
P08684	P49908	0	544	974
Q9Y6N7	Q07869	0	1001	1024
Q07817	Q969D9	0	989	1010
P08603	Q16665	0	1032	1035
Q9Y6Q6	O00330	0	30	224
Q99932	Q93088	0	29	916
P13498	P05112	0	140	516
Q99988	Q969V5	0	612	796
P04731	P10082	0	670	951
P08709	P01100	0	446	757
O75469	P14555	0	293	449
Q9Y6Q6	Q96JB1	0	30	770
Q15848	Q13324	0	788	956
Q8WTS1	P10451	0	190	684
Q01668	P01344	0	448	456
O15553	A5A3E0	0	400	678
Q9H2S6	Q8N474	0	49	906
Q14145	P02656	0	65	990
P24666	Q9Y251	0	784	1008
P41252	O75469	0	51	293
Q92664	P54652	0	772	960
Q9HC24	P17542	0	694	829
Q9NNW7	P16066	0	816	952
P00918	Q00059	0	37	116
Q9NSE2	P35638	0	751	1021
P04278	P13686	0	32	782
P11150	P11498	0	38	402
Q9H1B5	Q07869	0	997	1024
O95202	Q16665	0	209	1035
P43628	Q8NFJ9	0	143	791
Q9Y5W3	P14778	0	922	1011
Q05639	Q15796	0	370	753
P07858	P55211	0	50	672
P51812	Q96G30	0	825	845
Q969D9	Q687X5	0	1010	1018
Q9NYP7	P25874	0	440	557
Q9UQ26	P14210	0	677	726
P01562	P42574	0	1030	1033
Q96F15	Q969D9	0	262	1010
P00390	O60682	0	317	729
P02774	Q9UIH9	0	823	912
P01308	Q9P104	0	321	892
P11226	P17542	0	812	829
P43304	P10253	0	246	569
P01275	P41180	0	289	389
P08235	Q13322	0	703	961
Q8IU85	Q9H568	0	356	657
Q9UIF7	Q16620	0	767	915
Q969D9	Q9UK58	0	1010	1020
Q02078	P04114	0	721	744
O00330	Q16620	0	224	915
P20702	O43741	0	526	621
P11597	P48051	0	231	867
Q16619	P07550	0	318	846
Q13370	Q9H568	0	563	657
P22415	P30711	0	907	932
Q92736	P52945	0	325	373
Q16821	Q16698	0	406	995
P05362	P36402	0	297	688
P05362	Q92565	0	297	329
Q9UID3	P23946	0	251	902
P25874	P42785	0	557	754
P14859	P52789	0	680	895
P14672	P04798	0	498	624
Q9BYT3	Q99808	0	706	918
P27487	Q5T4F7	0	919	1023
P13686	Q9NQ94	0	782	536
P25101	Q07869	0	64	1024
P01130	P35680	0	310	556
P05413	P78380	0	959	992
Q9H7Z7	P23945	0	662	901
P43304	O15553	0	246	400
P05451	Q8WUD6	0	1022	1027
Q9HBW0	Q7Z5J4	0	945	665
P26022	Q01668	0	401	448
Q13370	P24530	0	563	439
Q9Y286	Q99873	0	651	884
P08514	P62633	0	738	843
Q86UG4	Q5VUA4	0	364	837
O00327	Q99523	0	957	819
O15534	P23560	0	598	860
P13284	P35712	0	20	21
O96008	P04150	0	358	630
Q9H1B5	P60900	0	997	1026
Q9Y6N7	P01185	0	1001	1002
P28072	P55851	0	824	838
P98160	P56524	0	179	644
P21554	Q16665	0	1034	1035
O15055	O00631	0	495	773
P10082	Q07817	0	951	989
P20062	P51812	0	785	825
Q8IWU4	P42574	0	976	1033
Q15109	P36402	0	437	688
Q6ZMG9	P02771	0	742	821
Q13702	P26441	0	507	666
O15120	Q6YHU6	0	415	930
O15055	Q8WVM0	0	495	1007
P01579	Q01959	0	305	558
Q6UUV9	Q9UQ26	0	374	677
Q07869	Q8WUD6	0	1024	1027
Q8WYA1	Q96G97	0	333	783
Q13201	Q9Y261	0	177	849
P08833	Q14693	0	817	979
Q6EEV6	P49758	0	597	747
Q15796	P08603	0	753	1032
Q9UJ41	O15146	0	836	844
P05106	Q96EY8	0	229	241
Q9NQA5	O60427	0	418	522
P01185	P21554	0	1002	1034
Q15118	P26358	0	724	941
P19835	Q13085	0	95	198
Q12772	Q96JB1	0	589	770
Q9Y6N7	Q969D9	0	1001	1010
P01303	P34810	0	316	584
O76024	P29323	0	505	978
Q9H3M7	P33121	0	129	898
O43474	P30556	0	398	477
P48051	P51692	0	867	937
P98153	P28335	0	923	1013
P25929	P07203	0	112	407
P34810	Q14693	0	584	979
O94760	O95478	0	421	671
Q16549	P17542	0	693	829
Q15109	P23443	0	437	506
Q16875	O60494	0	806	926
O60240	Q9Y6M1	0	808	863
Q05086	P43235	0	486	689
P24298	P54707	0	739	857
P17301	Q9H1B5	0	981	997
P12821	Q9ULJ6	0	199	294
Q13315	O75787	0	691	890
P29353	P18509	0	939	954
Q9NYB0	O75907	0	1004	1015
Q9BYT3	Q5VUA4	0	706	837
Q15848	P41597	0	788	955
Q9H222	Q6YHU6	0	910	930
O00330	P01137	0	224	425
P42898	Q3KP44	0	480	675
Q06141	Q11206	0	927	943
Q7Z3E1	Q3KP44	0	882	675
Q7Z3E1	Q99612	0	882	775
Q8HWS3	O00631	0	238	773
Q16849	P01562	0	963	1030
O00767	Q8NFF5	0	90	618
Q03426	Q14693	0	617	979
Q9H7Z7	Q99685	0	662	807
Q9UL68	P41221	0	219	921
P08949	Q96T55	0	780	831
P49682	Q86TI0	0	790	862
Q92731	O95865	0	422	839
O60733	Q9UM63	0	591	834
P35212	Q9Y251	0	636	1008
P11712	P10599	0	852	928
P25929	O15085	0	112	410
P20807	Q9NZJ5	0	451	873
P43304	P20810	0	246	390
Q86YN6	P55042	0	208	279
Q9UKU7	P35638	0	163	1021
O15503	P62834	0	866	983
Q9Y272	P10415	0	572	799
P09382	P29353	0	904	939
P03956	O95433	0	593	798
O15146	Q07869	0	844	1024
P01579	O60427	0	305	522
O95750	P01106	0	631	756
Q14773	Q99700	0	948	975
P00533	Q3KP44	0	435	675
Q9UK39	Q96G30	0	290	845
O00631	P10599	0	773	928
O60427	Q9NQ94	0	522	536
P09874	Q99523	0	962	819
P51587	P12644	0	146	269
Q8WTS6	P09936	0	189	613
P30405	P38398	0	311	697
Q15121	P23560	0	786	860
O95865	P29353	0	839	939
P09211	Q9H8Y8	0	561	993
P01282	Q01860	0	656	776
P13500	P30711	0	872	932
P23786	Q14773	0	913	948
Q05823	Q16881	0	178	608
Q99873	Q03135	0	884	917
Q9UBK8	Q00613	0	117	388
P32245	P28845	0	581	659
Q9BY76	P50052	0	139	141
O96008	O15146	0	358	844
Q9UL68	Q16620	0	219	915
P61371	P28335	0	716	1013
P17861	Q13093	0	762	940
P24385	Q86VB7	0	280	818
Q92731	Q5T4F7	0	422	1023
P14136	P13500	0	629	872
P20062	P35372	0	785	858
Q5VYX0	P11021	0	931	1029
Q93063	P01185	0	822	1002
P19320	P42772	0	85	481
Q92786	P05451	0	893	1022
P55042	P24385	0	279	280
Q86YN6	Q9HC24	0	208	694
O60674	P50416	0	471	585
Q99727	Q96DM3	0	814	876
P01584	P51449	0	728	905
Q04206	O95622	0	218	602
Q96SI1	Q16539	0	681	969
Q16873	P13807	0	804	908
Q15118	O75015	0	724	968
Q9BY76	Q05084	0	139	494
P22001	P01562	0	537	1030
P03956	O00161	0	593	627
P01116	P01562	0	1028	1030
P35555	P41235	0	457	642
P08183	P51671	0	24	42
P35869	Q9BQE4	0	554	856
P55789	P49366	0	59	687
Q15848	Q93063	0	788	822
Q03014	P01178	0	99	288
P08588	P23560	0	307	860
O95622	O75475	0	602	1019
P43304	Q6UUV9	0	246	374
P13500	P23945	0	872	901
P35348	Q16875	0	595	806
P81605	Q04760	0	444	493
P08833	P30711	0	817	932
Q86SQ7	Q99958	0	111	320
Q99608	Q8N5K1	0	70	935
O00253	Q04446	0	802	984
P34741	P09917	0	351	713
P27169	O15294	0	181	236
P33121	O00327	0	898	957
P13686	Q16539	0	782	969
Q96JB1	P49768	0	770	1017
P14136	P29460	0	629	696
P21964	Q06141	0	428	927
P07996	P05181	0	381	996
Q15848	O95140	0	788	811
P49327	Q9Y251	0	606	1008
P04275	Q14191	0	553	842
Q96F15	P20810	0	262	390
Q05639	Q00613	0	370	388
Q8N157	Q06141	0	692	927
O95819	P41221	0	878	921
Q13887	O75794	0	9	201
O15146	P12004	0	844	1031
Q9UJ41	P10082	0	836	951
P18859	O95433	0	242	798
P49366	P24298	0	687	739
Q9Y2Q3	P01160	0	225	1014
P04179	P00797	0	27	588
Q12988	Q9H8Y8	0	699	993
Q03135	P05413	0	917	959
Q12988	P05451	0	699	1022
Q13201	Q6FHJ7	0	177	470
Q5VYX0	P29353	0	931	939
P55042	P55211	0	279	672
Q8IW75	Q12988	0	655	699
Q9UBK8	P23946	0	117	902
P08235	P42336	0	703	887
P06702	Q9H1B5	0	803	997
Q15672	P11717	0	562	855
P08949	Q99836	0	780	1016
P04839	P11498	0	113	402
P55017	Q00059	0	28	116
P37268	Q14692	0	949	980
O75436	O43524	0	667	805
Q04760	P55916	0	493	929
Q5VV42	Q969P5	0	119	215
Q0VDF9	P13500	0	184	872
Q9NQB0	Q86V24	0	792	972
P31645	Q06141	0	664	927
Q99685	P35900	0	807	875
P14598	O15503	0	567	866
Q30201	P45381	0	171	272
Q9NVV4	Q06210	0	717	865
P16070	P63162	0	679	731
Q93088	Q99700	0	916	975
P28335	P08603	0	1013	1032
P45983	P08949	0	499	780
P49366	P40189	0	687	714
P55851	P24394	0	838	1005
Q9NZJ5	P11597	0	873	231
P09471	P49716	0	41	634
Q99612	O95819	0	775	878
Q99958	Q53FZ2	0	320	336
P37088	Q96RI1	0	583	649
Q9NZN5	Q02078	0	502	721
Q05469	O75015	0	965	968
P17936	O60779	0	124	298
Q9UKU7	Q9UQ07	0	163	469
Q16623	P12004	0	914	1031
P15173	P13500	0	576	872
Q969D9	O15357	0	1010	1012
P60709	Q16678	0	243	650
Q99417	O60779	0	197	298
Q9Y5U4	Q11206	0	622	943
P51671	P08069	0	42	284
P00995	P10145	0	474	625
P35579	P23786	0	903	913
Q92786	P01024	0	893	998
P10644	Q16875	0	327	806
Q8IWU4	Q9Y251	0	976	1008
Q709C8	P10082	0	324	951
P00450	Q8NFJ9	0	764	791
P37268	Q16665	0	949	1035
P09067	P13500	0	854	872
P78536	Q15848	0	619	788
P07585	Q96G30	0	690	845
Q9UM63	P16615	0	834	970
O94808	P02647	0	517	985
P14672	P07585	0	498	690
Q8N5K1	P01137	0	935	425
P36955	Q9UK58	0	431	1020
Q16445	P12004	0	1009	1031
O95750	P11021	0	631	1029
P29279	Q12988	0	377	699
P30405	P02675	0	311	877
P28845	P10645	0	659	214
Q92574	Q99707	0	14	361
Q96JE7	O95750	0	485	631
P10275	P11597	0	79	231
P01903	Q02078	0	34	721
P35354	P16671	0	291	521
