Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
994	P31323	cAMP-dependent protein kinase type II-beta regulatory subunit	418	9606	PRKAR2B	Cytoplasm {ECO:0000269|PubMed:21423175}. Cell membrane {ECO:0000269|PubMed:21423175}. Note=Colocalizes with PJA2 in the cytoplasm and at the cell membrane.	cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	Four types of regulatory chains are found: I-alpha, I-beta, II-alpha, and II-beta. Their expression varies among tissues and is in some cases constitutive and in others inducible.	5577;	NA;	3	0.7841348528862
995	Q16698	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	335	9606	DECR1	Mitochondrion {ECO:0000269|PubMed:7818482}.	catalytic complex [GO:1902494]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Heart = liver = pancreas > kidney >> skeletal muscle = lung. {ECO:0000269|PubMed:7818482}.	1666;	1W6U;1W73;1W8D;	6	0.8094616234302521
996	P05181	Cytochrome P450 2E1 (EC 1.14.14.1) (4-nitrophenol 2-hydroxylase) (EC 1.14.13.n7) (CYPIIE1) (Cytochrome P450-J)	493	9606	CYP2E1	Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P05182}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05182}. Microsome membrane {ECO:0000250|UniProtKB:P05182}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05182}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:P05182}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05182}. Note=Post-translationally targeted to mitochondria. TOMM70 is required for the translocation across the mitochondrial outer membrane. After translocation into the matrix, associates with the inner membrane as a membrane extrinsic protein. {ECO:0000250|UniProtKB:P05182}.	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; intrinsic component of endoplasmic reticulum membrane [GO:0031227]; mitochondrial inner membrane [GO:0005743]		1571;	3E4E;3E6I;3GPH;3KOH;3LC4;3T3Z;	1	0.5795033693313598
997	Q9H1B5	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II)	865	9606	XYLT2	Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:17189265, ECO:0000269|PubMed:25748573}.	extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	Widely expressed. Expressed at higher level in kidney and pancreas. {ECO:0000269|PubMed:11099377}.	64132;	NA;	1	0.48738994598388674
998	P01024	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	1663	9606	C3	Secreted.	azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]	Plasma. The acylation stimulating protein (ASP) is expressed in adipocytes and released into the plasma during both the fasting and postprandial periods. {ECO:0000269|PubMed:15833747, ECO:0000269|PubMed:9555951}.	718;	1C3D;1GHQ;1W2S;2A73;2A74;2GOX;2I07;2ICE;2ICF;2NOJ;2QKI;2WII;2WIN;2WY7;2WY8;2XQW;2XWB;2XWJ;3D5R;3D5S;3G6J;3L3O;3L5N;3NMS;3OED;3OHX;3OXU;3RJ3;3T4A;4HW5;4HWJ;4I6O;4M76;4ONT;4ZH1;5FO7;5FO8;5FO9;5FOA;5FOB;5NBQ;5O32;5O35;6EHG;6RUR;6RUV;6S0B;	14	0.8479637444019318
999	P01189	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	267	9606	POMC	Secreted {ECO:0000250|UniProtKB:P01193}. Note=Melanocyte-stimulating hormone alpha and beta-endorphin are stored in separate granules in hypothalamic POMC neurons, suggesting that secretion may be under the control of different regulatory mechanisms. {ECO:0000250|UniProtKB:P01193}.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; peroxisomal matrix [GO:0005782]; secretory granule [GO:0030141]; secretory granule lumen [GO:0034774]	ACTH and MSH are produced by the pituitary gland.	5443;	4XNH;4XPD;4Y49;	5	0.6297333419322968
1000	Q96PH1	NADPH oxidase 5 (EC 1.6.3.-)	765	9606	NOX5	Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; [Isoform v2]: Endoplasmic reticulum.; [Isoform v5]: Endoplasmic reticulum.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]	Mainly expressed in pachytene spermatocytes of testis and in lymphocyte-rich areas of spleen and lymph nodes. Isoform v1 is expressed in spleen. Isoform v2 is expressed in testis. Also detected in ovary, placenta, pancreas, cardiac fibroblasts. Expressed in B-cells and prostate malignant cells. Isoform v1 and isoform v3 are expressed in epithelial colorectal adenocarcinoma cells. Isoform v2 and isoform v4 are expressed in endothelial cells. Isoform v1, isoform v2, isoform v3 and isoform v4 are expressed in pulmonary artery smooth muscle cells. Isoform v2 and isoform v5 are expressed in microvascular endothelial cells (at protein level). {ECO:0000269|PubMed:11376945, ECO:0000269|PubMed:11483596, ECO:0000269|PubMed:12686516, ECO:0000269|PubMed:16179589, ECO:0000269|PubMed:16339585, ECO:0000269|PubMed:17275676}.	79400;	6SZ5;	2	0.5413465619087219
1001	Q9Y6N7	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)	1651	9606	ROBO1	Cell membrane {ECO:0000269|PubMed:24560577}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:O89026}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:O55005}; Single-pass membrane protein {ECO:0000250|UniProtKB:O55005}. Note=Detected at growth cones in thalamus neurons. Detected at growth cones in thalamus neurons (By similarity). PRRG4 prevents cell surface location and both colocalize in the Endoplasmic reticulum/Golgi adjacent to the cell nucleus (By similarity). {ECO:0000250|UniProtKB:O55005, ECO:0000250|UniProtKB:O89026}.	axon [GO:0030424]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Widely expressed, with exception of kidney. {ECO:0000269|PubMed:9608531}.	6091;	2EO9;2V9Q;2V9R;2V9T;3WIH;4HLJ;5O5G;5O5I;5OPE;6A77;6A78;6A79;	1	0.6437395751476288
1002	P01185	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-II); Copeptin]	164	9606	AVP	Secreted.	cell [GO:0005623]; clathrin-coated vesicle membrane [GO:0030665]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]		551;	NA;	3	0.6229568243026733
1003	P17676	CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5)	345	9606	CEBPB	Nucleus {ECO:0000269|PubMed:20829347}. Cytoplasm {ECO:0000269|PubMed:9374525}. Note=Translocates to the nucleus when phosphorylated at Ser-288. In T-cells when sumoylated drawn to pericentric heterochromatin thereby allowing proliferation (By similarity). {ECO:0000250|UniProtKB:P28033, ECO:0000269|PubMed:9374525}.	CHOP-C/EBP complex [GO:0036488]; condensed chromosome, centromeric region [GO:0000779]; cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Expressed at low levels in the lung, kidney and spleen.	1051;	1GTW;1GU4;1GU5;1H88;1H89;1H8A;1HJB;1IO4;2E42;2E43;6MG1;6MG2;6MG3;	34	0.9296036541461945
1004	Q9NYB0	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)	399	9606	TERF2IP	Nucleus {ECO:0000250|UniProtKB:Q91VL8}. Cytoplasm {ECO:0000250|UniProtKB:Q91VL8}. Chromosome {ECO:0000250|UniProtKB:Q91VL8}. Chromosome, telomere {ECO:0000250|UniProtKB:Q91VL8}. Note=Associates with chromosomes, both at telomeres and in extratelomeric sites. Also exists as a cytoplasmic form, where it associates with the IKK complex. {ECO:0000250|UniProtKB:Q91VL8}.	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nuclear chromosome [GO:0000228]; nuclear chromosome, telomeric region [GO:0000784]; nuclear envelope [GO:0005635]; nuclear telomere cap complex [GO:0000783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; shelterin complex [GO:0070187]	Ubiquitous. Highly expressed.	54386;	1FEX;3K6G;4RQI;	12	0.8938541352748871
1005	P24394	Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)]	825	9606	IL4R	Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.	centriolar satellite [GO:0034451]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	Isoform 1 and isoform 2 are highly expressed in activated T-cells.	3566;	1IAR;1IRS;1ITE;3BPL;3BPN;3BPO;5E4E;6OEL;	13	0.8460023939609528
1006	Q9Y5C1	Angiopoietin-related protein 3 (Angiopoietin-5) (ANG-5) (Angiopoietin-like protein 3) [Cleaved into: ANGPTL3(17-221); ANGPTL3(17-224)]	460	9606	ANGPTL3	Secreted {ECO:0000250, ECO:0000305|PubMed:11877390}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q9R182}. Note=Colocalized with HSPG2 and activated ITGB3 on podocytes. {ECO:0000250|UniProtKB:Q9R182}.	cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]	Expressed principally in liver. Weakly expressed in kidney. Binds to adipocytes. Increased expression and colocalization with activated ITGB3 in glomeruli of patients with nephrotic syndrome showing effaced podocyte foot processes (at protein level). {ECO:0000269|PubMed:10644446, ECO:0000269|PubMed:25710887, ECO:0000269|PubMed:26204133}.	27329;	6EUA;	2	0.641380351781845
1007	Q8WVM0	Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)	346	9606	TFB1M	Mitochondrion {ECO:0000269|PubMed:11809803}.	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]	Ubiquitously expressed. {ECO:0000269|PubMed:12068295}.	51106;	6AAX;6AJK;	2	0.5725622177124023
1008	Q9Y251	Heparanase (EC 3.2.1.166) (Endo-glucoronidase) (Heparanase-1) (Hpa1) [Cleaved into: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit]	543	9606	HPSE	Lysosome membrane; Peripheral membrane protein. Secreted. Nucleus. Note=Proheparanase is secreted via vesicles of the Golgi. Interacts with cell membrane heparan sulfate proteoglycans (HSPGs). Endocytosed and accumulates in endosomes. Transferred to lysosomes where it is proteolytically cleaved to produce the active enzyme. Under certain stimuli, transferred to the cell surface. Associates with lipid rafts. Colocalizes with SDC1 in endosomal/lysosomal vesicles. Accumulates in perinuclear lysosomal vesicles. Heparin retains proheparanase in the extracellular medium (By similarity). {ECO:0000250}.	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; heparanase complex [GO:1904974]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; specific granule lumen [GO:0035580]	Highly expressed in placenta and spleen and weakly expressed in lymph node, thymus, peripheral blood leukocytes, bone marrow, endothelial cells, fetal liver and tumor tissues. Also expressed in hair follicles, specifically in both Henle's and Huxley's layers of inner the root sheath (IRS) at anagen phase. {ECO:0000269|PubMed:10395326, ECO:0000269|PubMed:10405343, ECO:0000269|PubMed:10764835, ECO:0000269|PubMed:18557927, ECO:0000269|PubMed:20309870}.	10855;	5E8M;5E97;5E98;5E9B;5E9C;5L9Y;5L9Z;5LA4;5LA7;	1	0.658342033624649
1009	Q16445	Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6)	453	9606	GABRA6	Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.	cell junction [GO:0030054]; cerebellar Golgi cell to granule cell synapse [GO:0099192]; chloride channel complex [GO:0034707]; dendrite membrane [GO:0032590]; GABA-A receptor complex [GO:1902711]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]		2559;	NA;	3	0.6603389143943786
1010	Q969D9	Thymic stromal lymphopoietin	159	9606	TSLP	Secreted {ECO:0000269|PubMed:11418668}.	extracellular region [GO:0005576]; extracellular space [GO:0005615]	Isoform 1 is expressed in a number of tissues including heart, liver and prostate. Isoform 2 is the predominant form in keratinocytes of oral mucosa, skin and in salivary glands. It is secreted into saliva. {ECO:0000269|PubMed:11480573, ECO:0000269|PubMed:24850429}.	85480;	5J11;5J12;5J13;	3	0.5400284230709076
1011	P14778	Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (EC 3.2.2.6) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]	569	9606	IL1R1	Membrane {ECO:0000269|PubMed:8142597}; Single-pass type I membrane protein {ECO:0000269|PubMed:8142597}. Cell membrane {ECO:0000305|PubMed:8142597}. Secreted {ECO:0000269|PubMed:8142597}.	external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	Expressed in T-helper cell subsets. Preferentially expressed in T-helper 1 (Th1) cells. {ECO:0000269|PubMed:10653850}.	3554;	1G0Y;1IRA;1ITB;4DEP;4GAF;	7	0.7426837861537934
1012	O15357	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	1258	9606	INPPL1	Cytoplasm, cytosol {ECO:0000269|PubMed:11349134}. Cytoplasm, cytoskeleton. Membrane {ECO:0000269|PubMed:11739414}; Peripheral membrane protein. Cell projection, filopodium {ECO:0000269|PubMed:12676785}. Cell projection, lamellipodium {ECO:0000269|PubMed:12676785}. Nucleus {ECO:0000250|UniProtKB:D7PF45}. Nucleus speckle {ECO:0000250|UniProtKB:D7PF45}. Note=Translocates to membrane ruffles when activated, translocation is probably due to different mechanisms depending on the stimulus and cell type. Partly translocated via its SH2 domain which mediates interaction with tyrosine phosphorylated receptors such as the FC-gamma-RIIB receptor (FCGR2B). Tyrosine phosphorylation may also participate in membrane localization. Insulin specifically stimulates its redistribution from the cytosol to the plasma membrane. Recruited to the membrane following M-CSF stimulation. In activated spreading platelets, localizes with actin at filopodia, lamellipodia and the central actin ring.	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	Widely expressed, most prominently in skeletal muscle, heart and brain. Present in platelets. Expressed in transformed myeloid cells and in primary macrophages, but not in peripheral blood monocytes. {ECO:0000269|PubMed:12676785, ECO:0000269|PubMed:12690104, ECO:0000269|PubMed:8530088, ECO:0000269|PubMed:9367831, ECO:0000269|PubMed:9660833}.	3636;	2K4P;2KSO;2MK2;3NR8;4A9C;5OKM;5OKN;5OKO;5OKP;	13	0.8894608318805695
1013	P28335	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	458	9606	HTR2C	Cell membrane {ECO:0000269|PubMed:12970106, ECO:0000269|PubMed:18703043, ECO:0000269|PubMed:19057895, ECO:0000269|PubMed:7895773}; Multi-pass membrane protein {ECO:0000269|PubMed:12970106, ECO:0000269|PubMed:18703043, ECO:0000269|PubMed:19057895, ECO:0000269|PubMed:7895773}.	cell [GO:0005623]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; synapse [GO:0045202]	Detected in brain. {ECO:0000269|PubMed:8812491}.	3358;	6BQG;6BQH;	8	0.7265051305294037
1014	P01160	Natriuretic peptides A (Atrial natriuretic factor prohormone) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	151	9606	NPPA	[Long-acting natriuretic peptide]: Secreted {ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8653797}. Note=Detected in blood. {ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8653797}.; [Vessel dilator]: Secreted {ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8653797}. Note=Detected in blood. {ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8653797}.; [Kaliuretic peptide]: Secreted {ECO:0000269|PubMed:7984506}. Note=Detected in blood. {ECO:0000269|PubMed:7984506}.; [Urodilatin]: Secreted {ECO:0000269|PubMed:2972874, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8779891, ECO:0000269|PubMed:8853410, ECO:0000269|PubMed:9794555, ECO:0000269|PubMed:9893117}. Note=Detected in urine (PubMed:2972874, PubMed:9794555, PubMed:8351194, PubMed:8779891). Not detected in blood (PubMed:8351194). Increased electrolytes, osmolality and intracellular cAMP levels increase peptide secretion/excretion (PubMed:9893117, PubMed:8853410, PubMed:8351194, PubMed:8779891). {ECO:0000269|PubMed:2972874, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8779891, ECO:0000269|PubMed:8853410, ECO:0000269|PubMed:9794555, ECO:0000269|PubMed:9893117}.; [Atrial natriuretic peptide]: Secreted {ECO:0000269|PubMed:15741263, ECO:0000269|PubMed:18835931, ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:2972874, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8653797, ECO:0000269|PubMed:8779891, ECO:0000269|PubMed:9893117}. Perikaryon {ECO:0000269|PubMed:30534047}. Cell projection {ECO:0000269|PubMed:30534047}. Note=Detected in blood (PubMed:8351194, PubMed:8779891, PubMed:7955907, PubMed:8653797, PubMed:15741263, PubMed:18835931, PubMed:2532366, PubMed:7984506). Detected in urine in one study (PubMed:8351194). However, in another study, was not detected in urine (PubMed:7984506). Detected in cytoplasmic bodies and neuronal processes of pyramidal neurons (layers II-VI) (PubMed:30534047). Increased secretion in response to the vasopressin AVP (By similarity). Likely to be secreted in response to an increase in atrial pressure or atrial stretch (PubMed:2532366). In kidney cells, secretion increases in response to activated guanylyl cyclases and increased intracellular cAMP levels (PubMed:9893117). Plasma levels increase 15 mins after a high-salt meal, and decrease back to normal plasma levels 1 hr later (PubMed:8779891). {ECO:0000250|UniProtKB:P01161, ECO:0000269|PubMed:15741263, ECO:0000269|PubMed:18835931, ECO:0000269|PubMed:2532366, ECO:0000269|PubMed:30534047, ECO:0000269|PubMed:7955907, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8653797, ECO:0000269|PubMed:8779891, ECO:0000269|PubMed:9893117}.; [Atriopeptin-3]: Secreted {ECO:0000250|UniProtKB:P01161}. Note=Detected in blood. Slight increase in secretion in response to the vasopressin AVP. {ECO:0000250|UniProtKB:P01161}.	brush border [GO:0005903]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mast cell granule [GO:0042629]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]	[Urodilatin]: Detected in the kidney distal tubular cells (at protein level) (PubMed:9794555, PubMed:8384600). Present in urine (at protein level) (PubMed:2972874, PubMed:9794555, PubMed:8351194, PubMed:8779891). {ECO:0000269|PubMed:2972874, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8384600, ECO:0000269|PubMed:8779891, ECO:0000269|PubMed:9794555}.; [Atrial natriuretic peptide]: Detected in atrial and ventricular plasma samples, and in adipocytes (at protein level) (PubMed:22291141, PubMed:21672517). Detected in urine in one study (PubMed:8351194). However, was not detected in urine in another study (PubMed:7984506). In the brain, predominantly expressed in the gray matter with very weak expression in the white matter (at protein level) (PubMed:30534047). Localizes to astrocyte-like structures throughout the white matter, and in the cerebral vessels detected in the leptomeningeal and parenchymal vessels, and endothelium and smooth muscle layers (at protein level) (PubMed:30534047). Relatively low levels of expression in the kidneys compared to urodilatin (at protein level) (PubMed:9794555, PubMed:8384600). {ECO:0000269|PubMed:21672517, ECO:0000269|PubMed:22291141, ECO:0000269|PubMed:30534047, ECO:0000269|PubMed:7984506, ECO:0000269|PubMed:8351194, ECO:0000269|PubMed:8384600, ECO:0000269|PubMed:9794555}.	4878;	1ANP;1YK0;3N57;	5	0.75560103058815
1015	O75907	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	488	9606	DGAT1	Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9Z2A7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9Z2A7}.	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]		8694;	6VP0;6VYI;6VZ1;	2	0.6518724262714386
1016	Q99836	Myeloid differentiation primary response protein MyD88	296	9606	MYD88	Cytoplasm {ECO:0000269|PubMed:15361868, ECO:0000269|PubMed:15492225}. Nucleus {ECO:0000269|PubMed:21057262}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	Ubiquitous. {ECO:0000269|PubMed:8957090}.	4615;	2JS7;2Z5V;3MOP;4DOM;4EO7;6I3N;	11	0.8711853981018066
